"regions","indicators","price-type","economic-activity-of-non-petrol","institutional-sector","Unit","Date","Value"
"Oman","Annual of growth of GDP","Current Prices","Other Manufacturing","Total","%","2014","-2.4"
"Oman","Annual of growth of GDP","Current Prices","Other Manufacturing","Total","%","2015","-12.6"
"Oman","Annual of growth of GDP","Current Prices","Other Manufacturing","Total","%","2016","-8.4"
"Oman","Annual of growth of GDP","Current Prices","Other Manufacturing","Total","%","2017","7.5"
"Oman","Annual of growth of GDP","Current Prices","Other Manufacturing","Total","%","2018","15.9"
"Oman","Annual of growth of GDP","Current Prices","Other Manufacturing","Total","%","2019","-11.2"
"Oman","Annual of growth of GDP","Current Prices","Other Manufacturing","Total","%","2020","-13.1"
"Oman","Annual of growth of GDP","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2011","10.1"
"Oman","Annual of growth of GDP","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2012","9.6"
"Oman","Annual of growth of GDP","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2013","26"
"Oman","Annual of growth of GDP","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2014","11.7"
"Oman","Annual of growth of GDP","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2015","5.1"
"Oman","Annual of growth of GDP","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2016","3.3"
"Oman","Annual of growth of GDP","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2017","-1.2"
"Oman","Annual of growth of GDP","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2018","3.1"
"Oman","Annual of growth of GDP","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2019","-5"
"Oman","Annual of growth of GDP","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2020","2.4"
"Oman","Annual of growth of GDP","Current Prices","Construction","Total","%","2011","14.1"
"Oman","Annual of growth of GDP","Current Prices","Construction","Total","%","2012","20.1"
"Oman","Annual of growth of GDP","Current Prices","Construction","Total","%","2013","-0.7"
"Oman","Annual of growth of GDP","Current Prices","Construction","Total","%","2014","3.4"
"Oman","Annual of growth of GDP","Current Prices","Construction","Total","%","2015","-2.2"
"Oman","Annual of growth of GDP","Current Prices","Construction","Total","%","2016","7.7"
"Oman","Annual of growth of GDP","Current Prices","Construction","Total","%","2017","-5"
"Oman","Annual of growth of GDP","Current Prices","Construction","Total","%","2018","0.4"
"Oman","Annual of growth of GDP","Current Prices","Construction","Total","%","2019","-1.7"
"Oman","Annual of growth of GDP","Current Prices","Construction","Total","%","2020","-18.1"
"Oman","Annual of growth of GDP","Current Prices","Wholesale and Retail Trade","Total","%","2011","11.7"
"Oman","Annual of growth of GDP","Current Prices","Wholesale and Retail Trade","Total","%","2012","8.6"
"Oman","Annual of growth of GDP","Current Prices","Wholesale and Retail Trade","Total","%","2013","6"
"Oman","Annual of growth of GDP","Current Prices","Wholesale and Retail Trade","Total","%","2014","3.2"
"Oman","Annual of growth of GDP","Current Prices","Wholesale and Retail Trade","Total","%","2015","-5.8"
"Oman","Annual of growth of GDP","Current Prices","Wholesale and Retail Trade","Total","%","2016","-5.2"
"Oman","Annual of growth of GDP","Current Prices","Wholesale and Retail Trade","Total","%","2017","6"
"Oman","Annual of growth of GDP","Current Prices","Wholesale and Retail Trade","Total","%","2018","3.9"
"Oman","Annual of growth of GDP","Current Prices","Wholesale and Retail Trade","Total","%","2019","-4.5"
"Oman","Annual of growth of GDP","Current Prices","Wholesale and Retail Trade","Total","%","2020","-11.8"
"Oman","Annual of growth of GDP","Current Prices","Transport, Storage","Total","%","2011","8.6"
"Oman","Annual of growth of GDP","Current Prices","Transport, Storage","Total","%","2012","17.9"
"Oman","Annual of growth of GDP","Current Prices","Transport, Storage","Total","%","2013","15.1"
"Oman","Annual of growth of GDP","Current Prices","Transport, Storage","Total","%","2014","-6.6"
"Oman","Annual of growth of GDP","Current Prices","Transport, Storage","Total","%","2015","-1.5"
"Oman","Annual of growth of GDP","Current Prices","Transport, Storage","Total","%","2016","-10.8"
"Oman","Annual of growth of GDP","Current Prices","Transport, Storage","Total","%","2017","16.2"
"Oman","Annual of growth of GDP","Current Prices","Transport, Storage","Total","%","2018","8.1"
"Oman","Annual of growth of GDP","Current Prices","Transport, Storage","Total","%","2019","3.1"
"Oman","Annual of growth of GDP","Current Prices","Transport, Storage","Total","%","2020","-41.9"
"Oman","Annual of growth of GDP","Current Prices","Hotels and Restaurants","Total","%","2011","6.2"
"Oman","Annual of growth of GDP","Current Prices","Hotels and Restaurants","Total","%","2012","15.2"
"Oman","Annual of growth of GDP","Current Prices","Hotels and Restaurants","Total","%","2013","5"
"Oman","Annual of growth of GDP","Current Prices","Hotels and Restaurants","Total","%","2014","6.9"
"Oman","Annual of growth of GDP","Current Prices","Hotels and Restaurants","Total","%","2015","2.6"
"Oman","Annual of growth of GDP","Current Prices","Hotels and Restaurants","Total","%","2016","5.7"
"Oman","Annual of growth of GDP","Current Prices","Hotels and Restaurants","Total","%","2017","3.1"
"Oman","Annual of growth of GDP","Current Prices","Hotels and Restaurants","Total","%","2018","9.2"
"Oman","Annual of growth of GDP","Current Prices","Hotels and Restaurants","Total","%","2019","10.7"
"Oman","Annual of growth of GDP","Current Prices","Hotels and Restaurants","Total","%","2020","-38.8"
"Oman","Annual of growth of GDP","Current Prices","Telecommunications and Information service activities","Total","%","2011","2.3"
"Oman","Annual of growth of GDP","Current Prices","Telecommunications and Information service activities","Total","%","2012","1.2"
"Oman","Annual of growth of GDP","Current Prices","Telecommunications and Information service activities","Total","%","2013","-5.5"
"Oman","Annual of growth of GDP","Current Prices","Telecommunications and Information service activities","Total","%","2014","6.9"
"Oman","Annual of growth of GDP","Current Prices","Telecommunications and Information service activities","Total","%","2015","4.8"
"Oman","Annual of growth of GDP","Current Prices","Telecommunications and Information service activities","Total","%","2016","3.7"
"Oman","Annual of growth of GDP","Current Prices","Telecommunications and Information service activities","Total","%","2017","-0.3"
"Oman","Annual of growth of GDP","Current Prices","Telecommunications and Information service activities","Total","%","2018","2.1"
"Oman","Annual of growth of GDP","Current Prices","Telecommunications and Information service activities","Total","%","2019","-3"
"Oman","Annual of growth of GDP","Current Prices","Telecommunications and Information service activities","Total","%","2020","-7.5"
"Oman","Annual of growth of GDP","Current Prices","Financial Intermediation","Total","%","2011","9.1"
"Oman","Annual of growth of GDP","Current Prices","Financial Intermediation","Total","%","2012","16"
"Oman","Annual of growth of GDP","Current Prices","Financial Intermediation","Total","%","2013","5.1"
"Oman","Annual of growth of GDP","Current Prices","Financial Intermediation","Total","%","2014","7.2"
"Oman","Annual of growth of GDP","Current Prices","Financial Intermediation","Total","%","2015","4.2"
"Oman","Annual of growth of GDP","Current Prices","Financial Intermediation","Total","%","2016","9.6"
"Oman","Annual of growth of GDP","Current Prices","Financial Intermediation","Total","%","2017","8.8"
"Oman","Annual of growth of GDP","Current Prices","Financial Intermediation","Total","%","2018","10.8"
"Oman","Annual of growth of GDP","Current Prices","Financial Intermediation","Total","%","2019","6.2"
"Oman","Annual of growth of GDP","Current Prices","Financial Intermediation","Total","%","2020","-7.2"
"Oman","Annual of growth of GDP","Current Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2011","9.4"
"Oman","Annual of growth of GDP","Current Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2012","5.4"
"Oman","Annual of growth of GDP","Current Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2013","3.4"
"Oman","Annual of growth of GDP","Current Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2014","5"
"Oman","Annual of growth of GDP","Current Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2015","-2.8"
"Oman","Annual of growth of GDP","Current Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2016","1.9"
"Oman","Annual of growth of GDP","Current Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2017","5.1"
"Oman","Annual of growth of GDP","Current Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2018","9.5"
"Oman","Annual of growth of GDP","Current Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2019","6.1"
"Oman","Annual of growth of GDP","Current Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2020","-18.3"
"Oman","Annual of growth of GDP","Current Prices","Public Administration & Defence","Total","%","2011","20.5"
"Oman","Annual of growth of GDP","Current Prices","Public Administration & Defence","Total","%","2012","27.9"
"Oman","Annual of growth of GDP","Current Prices","Public Administration & Defence","Total","%","2013","14.6"
"Oman","Annual of growth of GDP","Current Prices","Public Administration & Defence","Total","%","2014","12.7"
"Oman","Annual of growth of GDP","Current Prices","Public Administration & Defence","Total","%","2015","3.3"
"Oman","Annual of growth of GDP","Current Prices","Public Administration & Defence","Total","%","2016","8.6"
"Oman","Annual of growth of GDP","Current Prices","Public Administration & Defence","Total","%","2017","1.9"
"Oman","Annual of growth of GDP","Current Prices","Public Administration & Defence","Total","%","2018","0.2"
"Oman","Annual of growth of GDP","Current Prices","Public Administration & Defence","Total","%","2019","0.4"
"Oman","Annual of growth of GDP","Current Prices","Public Administration & Defence","Total","%","2020","0.2"
"Oman","Annual of growth of GDP","Current Prices","Education","Total","%","2011","3.1"
"Oman","Annual of growth of GDP","Current Prices","Education","Total","%","2012","13.8"
"Oman","Annual of growth of GDP","Current Prices","Education","Total","%","2013","10.3"
"Oman","Annual of growth of GDP","Current Prices","Education","Total","%","2014","29.6"
"Oman","Annual of growth of GDP","Current Prices","Education","Total","%","2015","1.4"
"Oman","Annual of growth of GDP","Current Prices","Education","Total","%","2016","1"
"Oman","Annual of growth of GDP","Current Prices","Education","Total","%","2017","0.3"
"Oman","Annual of growth of GDP","Current Prices","Education","Total","%","2018","-5.8"
"Oman","Annual of growth of GDP","Current Prices","Education","Total","%","2019","9.2"
"Oman","Annual of growth of GDP","Current Prices","Education","Total","%","2020","10.2"
"Oman","Annual of growth of GDP","Current Prices","Health","Total","%","2011","7.8"
"Oman","Annual of growth of GDP","Current Prices","Health","Total","%","2012","18.4"
"Oman","Annual of growth of GDP","Current Prices","Health","Total","%","2013","20.7"
"Oman","Annual of growth of GDP","Current Prices","Health","Total","%","2014","40.4"
"Oman","Annual of growth of GDP","Current Prices","Health","Total","%","2015","8.4"
"Oman","Annual of growth of GDP","Current Prices","Health","Total","%","2016","0.2"
"Oman","Annual of growth of GDP","Current Prices","Health","Total","%","2017","4"
"Oman","Annual of growth of GDP","Current Prices","Health","Total","%","2018","-4.3"
"Oman","Annual of growth of GDP","Current Prices","Health","Total","%","2019","2.1"
"Oman","Annual of growth of GDP","Current Prices","Health","Total","%","2020","24.3"
"Oman","Annual of growth of GDP","Current Prices","Other Community, Social and Personal Services","Total","%","2011","15.5"
"Oman","Annual of growth of GDP","Current Prices","Other Community, Social and Personal Services","Total","%","2012","5.4"
"Oman","Annual of growth of GDP","Current Prices","Other Community, Social and Personal Services","Total","%","2013","12.3"
"Oman","Annual of growth of GDP","Current Prices","Other Community, Social and Personal Services","Total","%","2014","41"
"Oman","Annual of growth of GDP","Current Prices","Other Community, Social and Personal Services","Total","%","2015","2.5"
"Oman","Annual of growth of GDP","Current Prices","Other Community, Social and Personal Services","Total","%","2016","3.1"
"Oman","Annual of growth of GDP","Current Prices","Other Community, Social and Personal Services","Total","%","2017","1"
"Oman","Annual of growth of GDP","Current Prices","Other Community, Social and Personal Services","Total","%","2018","-1"
"Oman","Annual of growth of GDP","Current Prices","Other Community, Social and Personal Services","Total","%","2019","3.7"
"Oman","Annual of growth of GDP","Current Prices","Other Community, Social and Personal Services","Total","%","2020","-6.3"
"Oman","Annual of growth of GDP","Current Prices","Private Household with Employed Persons","Total","%","2011","18.4"
"Oman","Annual of growth of GDP","Current Prices","Private Household with Employed Persons","Total","%","2012","26.9"
